source,rid,split
Buy,204740191,test
Buy,204740975,test
Buy,204787744,test
Buy,204787746,test
Buy,204787802,dev
Buy,204791586,dev
Buy,204791643,test
Buy,204792876,dev
Buy,204792884,test
Buy,204792885,dev
Buy,204792886,test
Buy,204793090,test
Buy,204793355,test
Buy,204793356,test
Buy,204822679,test
Buy,204823067,test
Buy,204832843,test
Buy,204849801,dev
Buy,204860316,test
Buy,204884519,dev
Buy,204937142,dev
Buy,204939361,test
Buy,205074375,test
Buy,205074757,test
Buy,205083947,test
Buy,205083968,dev
Buy,205106045,dev
Buy,205106048,dev
Buy,205121310,test
Buy,205131849,test
Buy,205144562,test
Buy,205145879,test
Buy,205466519,test
Buy,205467942,dev
Buy,205505156,dev
Buy,205516750,dev
Buy,205520997,test
Buy,205521002,dev
Buy,205554287,test
Buy,205554724,dev
Buy,205557530,dev
Buy,205557539,dev
Buy,205557540,test
Buy,205561996,test
Buy,205562000,test
Buy,205567912,test
Buy,205592435,test
Buy,205592439,test
Buy,205593354,test
Buy,205593367,dev
Buy,205599984,test
Buy,205599985,dev
Buy,205664913,test
Buy,205664938,test
Buy,205664963,dev
Buy,205664964,dev
Buy,205664966,dev
Buy,205664972,test
Buy,205664973,dev
Buy,205665803,test
Buy,205690063,dev
Buy,205691190,dev
Buy,205728900,dev
Buy,205729817,test
Buy,205753566,dev
Buy,205761272,dev
Buy,205761530,dev
Buy,205769439,test
Buy,205777541,test
Buy,205777549,test
Buy,205809367,test
Buy,205817166,test
Buy,205817784,dev
Buy,205835447,dev
Buy,205838157,test
Buy,205844265,dev
Buy,205844279,dev
Buy,205844282,dev
Buy,205844283,test
Buy,205852250,test
Buy,205852387,test
Buy,205865183,test
Buy,205865187,test
Buy,205886768,test
Buy,205888207,dev
Buy,205985716,dev
Buy,205985717,dev
Buy,205985718,test
Buy,205985719,test
Buy,205986339,test
Buy,206120294,test
Buy,206160056,test
Buy,206179521,test
Buy,206179525,test
Buy,206179562,dev
Buy,206181767,test
Buy,206356229,dev
Buy,206356230,dev
Buy,206356232,test
Buy,206356233,test
Buy,206356234,dev
Buy,206359209,dev
Buy,206362623,dev
Buy,206362747,test
Buy,206362748,dev
Buy,206362749,dev
Buy,206362873,dev
Buy,206419131,test
Buy,206460113,test
Buy,206460118,test
Buy,206460121,test
Buy,206460124,test
Buy,206462228,dev
Buy,206481908,dev
Buy,206526266,test
Buy,206575951,test
Buy,206576716,dev
Buy,206576717,test
Buy,206615080,dev
Buy,206615085,dev
Buy,206639246,dev
Buy,206671732,dev
Buy,206678505,dev
Buy,206722262,test
Buy,206722263,test
Buy,206725196,dev
Buy,206725198,dev
Buy,206725724,dev
Buy,206725964,dev
Buy,206725966,dev
Buy,206728281,test
Buy,206745972,test
Buy,206746475,dev
Buy,206761808,test
Buy,206780877,test
Buy,206783256,test
Buy,206783262,test
Buy,206808430,dev
Buy,206808431,test
Buy,206808432,dev
Buy,206808434,test
Buy,206808440,test
Buy,206808441,test
Buy,206808445,test
Buy,206812380,test
Buy,206812505,test
Buy,206827757,test
Buy,206854515,dev
Buy,206854516,test
Buy,206854534,test
Buy,206870284,dev
Buy,206870289,dev
Buy,206887553,test
Buy,206887905,test
Buy,206887992,test
Buy,206888001,test
Buy,206888011,test
Buy,206888012,test
Buy,206892248,test
Buy,206892902,test
Buy,206895864,test
Buy,206898357,test
Buy,206898358,test
Buy,206901613,test
Buy,206901618,test
Buy,206901619,test
Buy,206901652,test
Buy,206917814,test
Buy,206917815,dev
Buy,206917816,test
Buy,206917817,dev
Buy,206928359,test
Buy,206928378,dev
Buy,206928380,dev
Buy,206928384,test
Buy,206928388,test
Buy,206928390,test
Buy,206928452,test
Buy,206928604,test
Buy,206928605,dev
Buy,206928606,test
Buy,206928607,test
Buy,206928608,test
Buy,206928744,dev
Buy,207338879,dev
Buy,207338890,test
Buy,207338961,test
Buy,207383660,dev
Buy,207388752,test
Buy,207388754,dev
Buy,207388755,test
Buy,207388756,dev
Buy,207388757,test
Buy,207388758,test
Buy,207388759,dev
Buy,207388760,test
Buy,207390171,test
Buy,207390180,dev
Buy,207390184,dev
Buy,207390309,test
Buy,207390452,test
Buy,207390496,dev
Buy,207390502,dev
Buy,207390506,dev
Buy,207390507,test
Buy,207390617,dev
Buy,207390618,test
Buy,207390641,test
Buy,207390644,test
Buy,207390650,test
Buy,207390652,dev
Buy,207390654,test
Buy,207390655,dev
Buy,207390656,test
Buy,207390665,dev
Buy,207390671,dev
Buy,207390673,dev
Buy,207390682,dev
Buy,207390706,test
Buy,207390709,dev
Buy,207390710,dev
Buy,207390717,test
Buy,207391013,dev
Buy,207391014,dev
Buy,207391015,test
Buy,207391017,dev
Buy,207391018,test
Buy,207391019,dev
Buy,207391020,test
Buy,207391021,test
Buy,207391022,test
Buy,207391023,test
Buy,207391431,test
Buy,207391434,dev
Buy,207464919,test
Buy,207464920,test
Buy,207464921,dev
Buy,207464939,dev
Buy,207465587,dev
Buy,207465595,dev
Buy,207469300,test
Buy,207502093,dev
Buy,207506250,test
Buy,207506251,test
Buy,207506253,dev
Buy,207509842,test
Buy,207514417,test
Buy,207514563,test
Buy,207514566,test
Buy,207514567,dev
Buy,207514568,dev
Buy,207527632,test
Buy,207533462,dev
Buy,207534895,test
Buy,207535170,test
Buy,207535265,test
Buy,207536225,test
Buy,207536226,dev
Buy,207538225,test
Buy,207539418,dev
Buy,207540310,test
Buy,207542597,dev
Buy,207542598,test
Buy,207542599,dev
Buy,207543188,test
Buy,207543189,test
Buy,207543190,dev
Buy,207543191,test
Buy,207543192,test
Buy,207543193,test
Buy,207543196,test
Buy,207543197,dev
Buy,207543198,test
Buy,207543201,test
Buy,207544265,dev
Buy,207544306,dev
Buy,207552185,dev
Buy,207554111,dev
Buy,207595882,test
Buy,207637777,test
Buy,207637793,dev
Buy,207642166,dev
Buy,207642355,test
Buy,207642358,test
Buy,207642497,dev
Buy,207643190,test
Buy,207643194,dev
Buy,207645242,dev
Buy,207652053,dev
Buy,207652055,test
Buy,207652056,dev
Buy,207653535,dev
Buy,207653548,test
Buy,207654105,dev
Buy,207654106,test
Buy,207656388,dev
Buy,207659192,dev
Buy,207659194,test
Buy,207660497,dev
Buy,207660498,test
Buy,207660499,test
Buy,207666379,dev
Buy,207666380,dev
Buy,207666381,dev
Buy,207666382,dev
Buy,207667994,test
Buy,207667995,test
Buy,207679756,dev
Buy,207682339,dev
Buy,207682340,test
Buy,207682397,test
Buy,207686035,test
Buy,207686156,test
Buy,207686317,test
Buy,207875395,dev
Buy,207876534,test
Buy,207876535,test
Buy,207895085,dev
Buy,207897315,dev
Buy,207897840,test
Buy,207899810,dev
Buy,207899814,dev
Buy,207900170,test
Buy,207900171,dev
Buy,207900174,dev
Buy,207900175,test
Buy,207900176,test
Buy,207900177,test
Buy,207900178,dev
Buy,207900179,test
Buy,207900180,dev
Buy,207900343,dev
Buy,207907430,test
Buy,207907535,dev
Buy,207907548,test
Buy,207907550,dev
Buy,207907552,test
Buy,207907555,test
Buy,207907557,test
Buy,207907558,dev
Buy,207907559,dev
Buy,207910212,test
Buy,207910213,test
Buy,207910214,dev
Buy,207910337,dev
Buy,207910387,dev
Buy,207919773,dev
Buy,207920831,test
Buy,207925431,dev
Buy,207925432,test
Buy,207925440,dev
Buy,207927557,dev
Buy,207929461,test
Buy,207934190,test
Buy,207934191,dev
Buy,207934192,test
Buy,207935920,dev
Buy,207936135,dev
Buy,207937885,dev
Buy,207937987,dev
Buy,207938488,dev
Buy,207945552,test
Buy,207959750,test
Buy,207959798,dev
Buy,207959814,test
Buy,207965387,test
Buy,207978102,test
Buy,207979206,test
Buy,207986293,test
Buy,207986331,test
Buy,207993409,dev
Buy,208033486,test
Buy,208033806,dev
Buy,208033808,test
Buy,208033955,dev
Buy,208042911,dev
Buy,208042977,dev
Buy,208043057,dev
Buy,208079230,test
Buy,208084021,dev
Buy,208085175,test
Buy,208085178,dev
Buy,208085180,test
Buy,208085182,test
Buy,208085253,dev
Buy,208105467,test
Buy,208105573,dev
Buy,208105630,test
Buy,208111279,test
Buy,208111280,test
Buy,208111903,test
Buy,208111904,dev
Buy,208112354,test
Buy,208112355,test
Buy,208112356,test
Buy,208112357,test
Buy,208112358,dev
Buy,208114664,dev
Buy,208114670,test
Buy,208114672,dev
Buy,208114673,test
Buy,208114674,dev
Buy,208114675,dev
Buy,208114681,test
Buy,208114682,test
Buy,208114683,dev
Buy,208114686,dev
Buy,208117918,test
Buy,208117919,test
Buy,208117920,test
Buy,208117922,dev
Buy,208117924,test
Buy,208117925,dev
Buy,208117926,dev
Buy,208117929,test
Buy,208117930,dev
Buy,208117931,test
Buy,208117932,test
Buy,208117933,test
Buy,208117936,test
Buy,208117937,dev
Buy,208117938,test
Buy,208131008,test
Buy,208154550,test
Buy,208154551,test
Buy,208154765,dev
Buy,208154853,test
Buy,208154854,test
Buy,208156275,test
Buy,208156276,test
Buy,208156876,test
Buy,208156877,dev
Buy,208156878,dev
Buy,208156879,dev
Buy,208167531,test
Buy,208171630,dev
Buy,208171631,dev
Buy,208171946,test
Buy,208177785,test
Buy,208184891,test
Buy,208184892,dev
Buy,208186248,dev
Buy,208190046,dev
Buy,208226457,test
Buy,208226458,dev
Buy,208226470,test
Buy,208226689,test
Buy,208226690,test
Buy,208226692,dev
Buy,208226693,dev
Buy,208226694,test
Buy,208226695,dev
Buy,208226696,dev
Buy,208226697,dev
Buy,208226698,dev
Buy,208226699,dev
Buy,208226700,test
Buy,208237792,test
Buy,208237793,dev
Buy,208237795,dev
Buy,208270234,test
Buy,208280406,test
Buy,208289950,dev
Buy,208289990,test
Buy,208289993,test
Buy,208289997,test
Buy,208294698,test
Buy,208294701,test
Buy,208294712,dev
Buy,208294715,test
Buy,208294716,test
Buy,208294717,test
Buy,208294718,dev
Buy,208294720,test
Buy,208294722,dev
Buy,208294724,dev
Buy,208294727,dev
Buy,208294904,dev
Buy,208294927,test
Buy,208294970,dev
Buy,208295050,test
Buy,208296017,test
Buy,208342520,test
Buy,208342524,dev
Buy,208344063,dev
Buy,208370418,dev
Buy,208409750,dev
Buy,208409785,test
Buy,208410812,test
Buy,208453643,dev
Buy,208453646,test
Buy,208453648,test
Buy,208455791,test
Buy,208455792,dev
Buy,208455891,test
Buy,208455893,test
Buy,208455894,test
Buy,208455896,test
Buy,208455897,dev
Buy,208456130,test
Buy,208456185,dev
Buy,208456199,dev
Buy,208456203,test
Buy,208456215,test
Buy,208456233,test
Buy,208456262,test
Buy,208464207,test
Buy,208464825,test
Buy,208464828,test
Buy,208464837,test
Buy,208504045,test
Buy,208504099,test
Buy,208504178,dev
Buy,208504179,test
Buy,208504187,dev
Buy,208504190,test
Buy,208504191,dev
Buy,208504297,test
Buy,208504300,test
Buy,208504304,test
Buy,208504307,test
Buy,208504318,test
Buy,208504334,test
Buy,208504339,test
Buy,208504340,dev
Buy,208504345,dev
Buy,208504369,test
Buy,208504370,test
Buy,208504378,test
Buy,208504394,test
Buy,208504396,dev
Buy,208504407,dev
Buy,208504421,dev
Buy,208504422,test
Buy,208504423,test
Buy,208504429,test
Buy,208504432,dev
Buy,208504437,dev
Buy,208504461,dev
Buy,208653765,test
Buy,208653767,dev
Buy,208653775,test
Buy,208656495,test
Buy,208656497,dev
Buy,208670546,test
Buy,208670548,dev
Buy,208688474,test
Buy,208710842,dev
Buy,208710844,test
Buy,208715736,test
Buy,208715747,test
Buy,208715855,dev
Buy,208742932,test
Buy,208787116,test
Buy,208791918,test
Buy,208791919,test
Buy,208791921,test
Buy,208791922,test
Buy,208792604,test
Buy,208809705,dev
Buy,208890628,test
Buy,208890876,dev
Buy,208893644,test
Buy,208893656,test
Buy,208893658,dev
Buy,208893661,dev
Buy,208893667,test
Buy,208930714,dev
Buy,208930717,test
Buy,208930722,test
Buy,208930723,test
Buy,208937347,test
Buy,208937533,test
Buy,208937534,dev
Buy,208939028,test
Buy,208941074,test
Buy,208941075,dev
Buy,208941076,dev
Buy,208941079,dev
Buy,208941080,test
Buy,208972043,test
Buy,208973561,test
Buy,209000383,dev
Buy,209000385,test
Buy,209002546,dev
Buy,209026630,dev
Buy,209026634,dev
Buy,209026638,dev
Buy,209028436,test
Buy,209085175,dev
Buy,209085184,test
Buy,209114390,test
Buy,209114551,test
Buy,209114552,test
Buy,209114575,test
Buy,209122918,test
Buy,209122921,dev
Buy,209122924,test
Buy,209194240,test
Buy,209194241,test
Buy,209199789,dev
Buy,209208547,dev
Buy,209208655,dev
Buy,209208661,dev
Buy,209208663,test
Buy,209208718,dev
Buy,209208719,test
Buy,209245958,test
Buy,209245960,dev
Buy,209245965,dev
Buy,209253738,dev
Buy,209253739,dev
Buy,209273200,test
Buy,209297152,test
Buy,209297154,test
Buy,209297157,dev
Buy,209297200,dev
Buy,209297205,test
Buy,209301534,dev
Buy,209302310,test
Buy,209306028,test
Buy,209306029,dev
Buy,209307663,test
Buy,209310241,test
Buy,209310243,test
Buy,209310245,test
Buy,209310248,test
Buy,209310260,dev
Buy,209310268,dev
Buy,209310279,dev
Buy,209393521,test
Buy,209393872,test
Buy,209634135,test
Buy,209656935,test
Buy,209656949,dev
Buy,209656950,dev
Buy,209656951,test
Buy,209656955,test
Buy,209656956,test
Buy,209656957,test
Buy,209656959,test
Buy,209656961,test
Buy,209656962,test
Buy,209656971,test
Buy,209687172,test
Buy,209700735,test
Buy,209704118,dev
Buy,209705773,test
Buy,209705774,test
Buy,209705777,test
Buy,209705778,dev
Buy,209720586,test
Buy,209869342,test
Buy,209869989,test
Buy,209871973,dev
Buy,209890560,test
Buy,209890796,dev
Buy,209891039,dev
Buy,209891040,test
Buy,209896109,test
Buy,209896693,dev
Buy,209901963,dev
Buy,209901964,dev
Buy,209901965,test
Buy,209901966,test
Buy,209934620,test
Buy,209934621,test
Buy,209975310,dev
Buy,210190784,test
Buy,210190818,dev
Buy,210206538,test
Buy,210227260,dev
Buy,210227261,test
Buy,210227271,dev
Buy,210227282,test
Buy,210227285,test
Buy,210239335,dev
Buy,210245837,test
Buy,210251970,test
Buy,210252184,test
Buy,210252356,test
Buy,210252385,test
Buy,210254965,test
Buy,210256478,test
Buy,210258465,test
Buy,210258472,test
Buy,210259873,test
Buy,210267015,test
Buy,210399743,dev
Buy,210399745,test
Buy,210399746,dev
Buy,210399777,test
Buy,210399818,test
Buy,210399819,dev
Buy,210399849,dev
Buy,210399855,test
Buy,210399907,dev
Buy,210399915,test
Buy,210401450,dev
Buy,210401451,dev
Buy,210401458,dev
Buy,210402319,test
Buy,210402579,test
Buy,210404123,test
Buy,210435432,test
Buy,210435439,dev
Buy,210441166,test
Buy,210441817,test
Buy,210442348,test
Buy,210442350,dev
Buy,210460676,test
Buy,210461432,test
Buy,210462233,dev
Buy,210479062,dev
Buy,210490135,test
Buy,210520736,dev
Buy,210521551,test
Buy,210521578,test
Buy,210536123,dev
Buy,210566840,test
Buy,210571462,test
Buy,210634625,test
Buy,210634626,dev
Buy,210647824,test
