left_rid,right_rid,left_title,right_title,human_decision,fuzzy_score,jev_score,material_diffs,rule_reason
20466,201692679,Canon Black Ink Cartridge - Black - PG40BK,Canon CLI-8Y Ink Cartridge - 0623B002,,0.32247903994739435,,,rules did not resolve
20466,203185276,Canon Black Ink Cartridge - Black - PG40BK,Canon PG-40 Black Ink Cartridge - PG-40-BK-TWIN,,0.745621891692761,,,rules did not resolve
20466,201692665,Canon Black Ink Cartridge - Black - PG40BK,"Canon Ink Cartridge For PIXMA iP4200, iP5200, iP5200R and iP6600D Printers - 0620B002",,0.4925454545454545,,,rules did not resolve
20534,203022202,Pioneer Voice Command Pack - Black Finish - CDVC1,Pioneer Car Audio Remote Control - CDVC1,,0.8234521503293297,,one title looks like an accessory,rules did not resolve
20534,202778257,Pioneer Voice Command Pack - Black Finish - CDVC1,Pioneer Nautica Marine Remote Control,,0.33393687707641195,,one title looks like an accessory,rules did not resolve
20534,203922244,Pioneer Voice Command Pack - Black Finish - CDVC1,Pioneer iBus Interface Cable for iPod - CD-I200,,0.3768617021276596,,one title looks like an accessory,rules did not resolve
21175,10412788,NetGear ProSafe 24 Port Smart Switch - FS726TP,Netgear ProSafe FS726TP 24 Port 10/100 Smart Switch - FS726TPNA,rejected,1.0,,quantity differs (1 vs 24),rules did not resolve
21175,204549804,NetGear ProSafe 24 Port Smart Switch - FS726TP,Netgear ProSafe GS724TP 24 Port Smart Switch with PoE - GS724TP-100NAS,,0.4742980295566501,,quantity differs (1 vs 22),rules did not resolve
21182,202486964,GE Platinum HDTV Millennium TV Antenna - TV24734,GE Millennium TV Antenna - 24734,,0.4284482758620689,,,rules did not resolve
21267,202870174,Garmin Streetpilot C Series Vehicle Suction Mount - Black Finish - 0101060900,Garmin Vehicle Suction Cup mount,,0.6084403669724772,,,rules did not resolve
21267,203087865,Garmin Streetpilot C Series Vehicle Suction Mount - Black Finish - 0101060900,Garmin Vehicle Suction Mount - 010-10609-00,,0.3406963470319635,,,rules did not resolve
21267,204297424,Garmin Streetpilot C Series Vehicle Suction Mount - Black Finish - 0101060900,Garmin Portable Friction Mount,,0.39656511712586484,,,rules did not resolve
21268,204297424,Garmin StreetPilot C330 Dash Mount - Black Finish - 0101061300,Garmin Portable Friction Mount,,0.38830227743271223,,,rules did not resolve
21268,202870184,Garmin StreetPilot C330 Dash Mount - Black Finish - 0101061300,Garmin Cigarette Lighter Adapter for GPS Navigation - 010-10747-03,,0.3453794642857143,,,rules did not resolve
21875,201700823,Netgear ProSafe 16 Port 10/100 Desktop Switch - Purple Finish - FS116P,Netgear ProSafe FS116P Ethernet Switch - FS116PNA,,0.8345677117000647,,quantity differs (1 vs 16),rules did not resolve
21989,204274644,Frigidaire Electric White Dryer - FEQ332WH,Frigidaire Electric Dryer - FEQ1442WH 5.8 Cubic Foot Super Capacity Drum,,0.2887967200610221,,,rules did not resolve
21989,204569335,Frigidaire Electric White Dryer - FEQ332WH,Frigidaire 27'' Electric Stack Washer Dryer Combo - FEX831WH Extra-Large Capacity Wash Tub,,0.2766244624940277,,one title looks like a bundle/kit,rules did not resolve
22042,202145734,Logitech Harmony 890 Advanced Universal Remote Control - H890,Logitech Harmony 890 Advanced Universal Remote - 966193-0403,,0.7382438016528925,,,rules did not resolve
22042,203329569,Logitech Harmony 890 Advanced Universal Remote Control - H890,Logitech Harmony 1000 Advanced Universal Remote Control - 966230-0403,,0.7152082430843493,,,rules did not resolve
22042,202238311,Logitech Harmony 890 Advanced Universal Remote Control - H890,"Logitech Harmony 890 Advanced Universal Remote - HDTV, TV, DVD Player(s), Lighting, Audio System - 100 ft - Universal Remote - 966193-0403",,0.6156601721365743,,,rules did not resolve
22100,201692660,Canon High Capacity Color Ink Cartridge - Color Ink - CL51,"Canon Ink Cartridge For PIXMA iP1600, iP6210D and iP6220D Printers - 0617B002",,0.4249138920780712,,,rules did not resolve
22100,201953029,Canon High Capacity Color Ink Cartridge - Color Ink - CL51,Canon PG-50 High Capacity Black Ink Cartridge For PIXMA MP450 Printer - 0616B002,,0.35962467484206617,,,rules did not resolve
22101,201692660,Canon Photo Ink Cartridge - CL52,"Canon Ink Cartridge For PIXMA iP1600, iP6210D and iP6220D Printers - 0617B002",,0.503994345975478,,,rules did not resolve
22101,201692695,Canon Photo Ink Cartridge - CL52,Canon Black Ink Cartridge - 0615B002,,0.36542730299667037,,,rules did not resolve
22101,201953021,Canon Photo Ink Cartridge - CL52,Canon CLI-8PC Photo Cyan Ink Cartridge - 0624B002,,0.40754341912534,,,rules did not resolve
22101,201953025,Canon Photo Ink Cartridge - CL52,Canon CLI-8PM Photo Magenta Ink Cartridge - 0625B002,,0.4071025020177562,,,rules did not resolve
22101,201692705,Canon Photo Ink Cartridge - CL52,Canon PGI-5BK Black Ink Cartridge - 0628B002,,0.32732745779543204,,,rules did not resolve
22101,201692648,Canon Photo Ink Cartridge - CL52,Canon CLI-8M Ink Cartridge - 0622B002,,0.33676681706316647,,,rules did not resolve
22101,201692679,Canon Photo Ink Cartridge - CL52,Canon CLI-8Y Ink Cartridge - 0623B002,,0.33676681706316647,,,rules did not resolve
22187,204587803,Nikon 18-200mm Nikkor Zoom Lens - Black Finish - 2159,Nikon 18-200mm 3.5-5.6 G ED DX AFS VR Zoom Wide Angle Nikkor Lens - Niko_215930348,,0.5747619047619048,,quantity differs (11 vs 1),rules did not resolve
22187,204587971,Nikon 18-200mm Nikkor Zoom Lens - Black Finish - 2159,Nikon 55-200mm f/4-5.6G ED IF AF-S DX VR Zoom Telephoto Nikkor Lens - Niko_216687518,,0.46492850033178496,,quantity differs (11 vs 1),rules did not resolve
22187,203396327,Nikon 18-200mm Nikkor Zoom Lens - Black Finish - 2159,Nikon Nikkor 70-300mm f/4.5-5.6G ED-IF AF-S VR Telephoto Zoom Lens - 2161,,0.4316507936507937,,quantity differs (11 vs 1),rules did not resolve
22187,203340555,Nikon 18-200mm Nikkor Zoom Lens - Black Finish - 2159,Nikon 55-200mm f/4-5.6G ED AF-S DX Telephoto Zoom Lens - 55200MMLENS,,0.41631269623987044,,quantity differs (11 vs 28),rules did not resolve
22242,203162678,Cuisinart Programmable Coffeemaker - Stainless Steel Finish - DCC2000,Cuisinart Brew & Serve Stainless Therm Black 10-Cup Coffee Maker,,0.4264525373437143,,,rules did not resolve
22242,203111113,Cuisinart Programmable Coffeemaker - Stainless Steel Finish - DCC2000,Cuisinart Cordless Automatic Electric Kettle,,0.326958535365615,,,rules did not resolve
22306,90125772,Sanus Center Channel Speaker Mount - Black Finish - VMCC1B,Sanus Speaker Mount - WMS3B BLACK,,0.35960164835164843,,,rules did not resolve
22306,90120953,Sanus Center Channel Speaker Mount - Black Finish - VMCC1B,Sanus Flat Panel TV Wall Mount - VMF,,0.41232654949121184,,,rules did not resolve
22382,90120953,Sanus 32' - 50' Flat Panel TV Black Wall Mount - VMPL50B,Sanus Flat Panel TV Wall Mount - VMF,,0.7079738562091503,,,rules did not resolve
22382,90139261,Sanus 32' - 50' Flat Panel TV Black Wall Mount - VMPL50B,Sanus Flat Panel TV Wall Mount - VM1B,,0.45519350215002385,,,rules did not resolve
22382,90145584,Sanus 32' - 50' Flat Panel TV Black Wall Mount - VMPL50B,Sanus Flat Panel TV Wall Mount - VM400B,,0.444558533999697,,,rules did not resolve
22382,90145560,Sanus 32' - 50' Flat Panel TV Black Wall Mount - VMPL50B,Sanus VisionMount Flat Panel TV Wall Mount - VMPL3B,,0.3645204193396965,,,rules did not resolve
22382,90145561,Sanus 32' - 50' Flat Panel TV Black Wall Mount - VMPL50B,Sanus Flat Panel TV Wall Mount - VM400S,,0.4391821899136755,,,rules did not resolve
22727,202619749,Weber Q 300 Liquid Propane Outdoor Grill - 426001,Weber Q 300 Gas Grill,,0.6800125313283207,,,rules did not resolve
22798,202143942,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VCD/DVD Wall Mount - VMAVB,,0.6391923076923076,,one title looks like an accessory,rules did not resolve
22798,90145560,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VisionMount Flat Panel TV Wall Mount - VMPL3B,,0.5243820039551748,,one title looks like an accessory,rules did not resolve
22798,202827713,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VisionMount Flat Panel TV Wall Mount - ML22-B1,,0.481101559730592,,one title looks like an accessory,rules did not resolve
22798,202827684,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VisionMount Flat Panel TV Wall Mount - MF110-B1,,0.4772702518720218,,one title looks like an accessory,rules did not resolve
22798,202827715,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VisionMount Tilting Flat Panel TV Wall Mount - MT25-B1,,0.45721861471861475,,one title looks like an accessory,rules did not resolve
23006,204787744,Tivo Wireless Adapter - AG0100,Tivo 80 Hour DVR Recorder,,0.32238636363636364,,one title looks like an accessory,rules did not resolve
23097,202635701,Uniden 5.8GHz Accessory Handset And Charger - TCX905,Uniden TCX905 Cordless Handset - TCX905,,0.9286928289102202,,one title looks like an accessory,rules did not resolve
23097,202515446,Uniden 5.8GHz Accessory Handset And Charger - TCX905,Uniden TCX905 Tru-Digital Expansion Handset With Caller ID,,0.7514946764946765,,one title looks like an accessory,rules did not resolve
23097,205083968,Uniden 5.8GHz Accessory Handset And Charger - TCX905,UNIDEN DCX200 DECT 6.0 Accessory Handset & Charger,,0.34326732673267335,,,rules did not resolve
23246,204787802,Plantronics Voyager 510 Bluetooth Headset - Silver Finish - 496915,Plantronics Voyager 510 Bluetooth Headset,,0.823731642189586,,,rules did not resolve
23246,90146847,Plantronics Voyager 510 Bluetooth Headset - Silver Finish - 496915,Plantronics Voyager 510 Bluetooth Earset,,0.7408115792194365,,,rules did not resolve
23296,201647442,Kingdom Hearts II Video Game For The Sony PS2 - 662248904115,Kingdom Hearts II,,0.6166396103896105,,,rules did not resolve
23296,205121310,Kingdom Hearts II Video Game For The Sony PS2 - 662248904115,Sony PSP Core System (Piano Black) (Slim Model with AV Video Out Port) - 98510,,0.3383084577114428,,,rules did not resolve
23325,204787744,TiVo Series2 Dual Tuner Digital Video Recorder - TCD649080,Tivo 80 Hour DVR Recorder,,0.45564939182567593,,,rules did not resolve
23635,202900002,Panasonic Network Camera - White Finish - BLC1A,Panasonic BL-C1A Network Camera,,0.8608591408591408,,quantity differs (10 vs 1),rules did not resolve
23651,202778257,Pioneer 6.5' 2-Way Marine White Speakers - TSMR1640,Pioneer Nautica Marine Remote Control,,0.4007683324113344,,one title looks like an accessory,rules did not resolve
23651,203922244,Pioneer 6.5' 2-Way Marine White Speakers - TSMR1640,Pioneer iBus Interface Cable for iPod - CD-I200,,0.3138070692194404,,one title looks like an accessory,rules did not resolve
23686,10333848,Linksys EtherFast 4124 24-Port Ethernet Switch - EF4124,Linksys EtherFast EF4124 Ethernet Switch,,1.0,,quantity differs (1 vs 24),rules did not resolve
23686,10333846,Linksys EtherFast 4124 24-Port Ethernet Switch - EF4124,Linksys EtherFast EF4116 Ethernet Switch,,0.4129896659456862,,quantity differs (1 vs 16),rules did not resolve
23686,10140760,Linksys EtherFast 4124 24-Port Ethernet Switch - EF4124,Linksys EtherFast EZXS55W Ethernet Switch,,0.39510135135135127,,quantity differs (1 vs 5),rules did not resolve
23686,10011646,Linksys EtherFast 4124 24-Port Ethernet Switch - EF4124,Linksys EtherFast EZXS88W Ethernet Switch - EZXS88W,,0.3997581035316884,,,rules did not resolve
23837,203086857,Sony Learning Remote Control - Silver Finish - RMVL600,Sony Remote Control - RMV310,,0.35853658536585364,,,rules did not resolve
23864,204636071,Hoover Bagged Tempo Widepath Upright Vacuum - U5140,Hoover Company #U5140900 Wide Path Bag Up Vac,,0.5359774436090227,,one title looks like an accessory,rules did not resolve
23965,203322272,Panasonic All-in-One Flatbed Laser Fax - KXFLB801,Panasonic KX-FLB801 Multifunction Printer - KX-FLB801,,0.6503797566457412,,,rules did not resolve
24034,203086857,Sony DVD Remote Control For PS2 - Black Finish - 711719707608,Sony Remote Control - RMV310,,0.576795746388443,,,rules did not resolve
24034,202635467,Sony DVD Remote Control For PS2 - Black Finish - 711719707608,Sony Learning Remote Control - RMVL600,,0.5016521143639788,,,rules did not resolve
24034,203930685,Sony DVD Remote Control For PS2 - Black Finish - 711719707608,Sony Playstation 3 Blu-Ray DVD Remote - 98046,,0.3875181422351233,,,rules did not resolve
24402,203111433,KitchenAid 5-Speed Blender - Red Finish - KSB560ER,KitchenAid Pasta Roller And Cutter - KPRA,,0.3780887651674168,,,rules did not resolve
24493,202900030,Panasonic 2-Line Integrated Phone System - White Finish - KXTS3282W,Panasonic KX-TS3282W Corded Telephone,,0.619343891402715,,quantity differs (1 vs 2),rules did not resolve
24572,204206934,Panasonic 5.8GHz Add-On Handset For The KXTG6700B Phone System - Black Finish - KXTGA670B,Panasonic KX-TG1032S Dual Handset Digital Cordless Phone,,0.4003325571601972,,,rules did not resolve
24572,204419878,Panasonic 5.8GHz Add-On Handset For The KXTG6700B Phone System - Black Finish - KXTGA670B,Panasonic KX-TG6702B Cordless Telephone - KX-TG6702B,,0.37557383657940485,,,rules did not resolve
24572,202537952,Panasonic 5.8GHz Add-On Handset For The KXTG6700B Phone System - Black Finish - KXTGA670B,Panasonic KX-TGA450B Cordless Handset,,0.41069553805774284,,,rules did not resolve
24572,204206935,Panasonic 5.8GHz Add-On Handset For The KXTG6700B Phone System - Black Finish - KXTGA670B,Panasonic KX-TG1033S Digital Cordless Phone with Three Handsets,,0.3689460243258451,,,rules did not resolve
24572,90128649,Panasonic 5.8GHz Add-On Handset For The KXTG6700B Phone System - Black Finish - KXTGA670B,Panasonic KX-TS3282B Corded Phone,,0.3956808943089431,,quantity differs (1 vs 2),rules did not resolve
24615,204587971,Nikon 55-200MM Zoom-Nikkor Lens Accessory - 2156,Nikon 55-200mm f/4-5.6G ED IF AF-S DX VR Zoom Telephoto Nikkor Lens - Niko_216687518,,0.495990965556183,,quantity differs (6 vs 1),rules did not resolve
24615,203340555,Nikon 55-200MM Zoom-Nikkor Lens Accessory - 2156,Nikon 55-200mm f/4-5.6G ED AF-S DX Telephoto Zoom Lens - 55200MMLENS,,0.4791265081744842,,quantity differs (6 vs 28),rules did not resolve
24615,204587803,Nikon 55-200MM Zoom-Nikkor Lens Accessory - 2156,Nikon 18-200mm 3.5-5.6 G ED DX AFS VR Zoom Wide Angle Nikkor Lens - Niko_215930348,,0.3998489010989011,,quantity differs (6 vs 1),rules did not resolve
24615,203396327,Nikon 55-200MM Zoom-Nikkor Lens Accessory - 2156,Nikon Nikkor 70-300mm f/4.5-5.6G ED-IF AF-S VR Telephoto Zoom Lens - 2161,,0.3855962219598583,,quantity differs (6 vs 1),rules did not resolve
24648,203491687,Waring Professional Cool-Touch Deep Fryer - Black/Stainless Steel Finish - DF100,Waring Pro Deep Fryer 3qt -Black,,0.4747448979591837,,,rules did not resolve
24921,203340806,Sony DSCH2 Soft Carrying Camera Case - Black Finish - LCSCSH,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.6455282112845138,,,rules did not resolve
24921,90148541,Sony DSCH2 Soft Carrying Camera Case - Black Finish - LCSCSH,Sony LCS Soft Carrying Case - LCSCST,,0.6007274590163936,,,rules did not resolve
24937,203324914,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount MWFS Moda Collection 2 Shelf Wall Mounted Furniture System - Espresso,,0.8621212121212122,,,rules did not resolve
24937,90140203,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount TV Top Shelf Mount,,0.4897868217054263,,one title looks like an accessory,rules did not resolve
24937,90148258,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount TV Top Shelf Mount - CCH1P,,0.4659519725557461,,one title looks like an accessory,rules did not resolve
24937,204222662,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount CMK-MINI Mini Wall Mounted Cable Management System,,0.39038461538461544,,one title looks like an accessory,rules did not resolve
24937,90106172,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount Universal Wall Speaker Mounting Kit - 20.0 WALL-B,,0.4010402219140083,,one title looks like a bundle/kit,rules did not resolve
24937,203389382,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount 3-Shelf Large-Component Tower - STELLARG303G,,0.36377551020408166,,,rules did not resolve
24937,90106210,Omnimount Moda 2 Shelf Wall Furniture - MWFS,OmniMount Stainless Steel Speaker Mount - 20.0 WALL-W,,0.42864506627393223,,one title looks like an accessory,rules did not resolve
25036,202502745,LEGO Star Wars II: The Original Trilogy Video Game For The Sony PSP - 023272329396,Lego Star Wars 2: The Original Trilogy,,0.652542372881356,,,rules did not resolve
25036,205121310,LEGO Star Wars II: The Original Trilogy Video Game For The Sony PSP - 023272329396,Sony PSP Core System (Piano Black) (Slim Model with AV Video Out Port) - 98510,,0.3398039948728904,,,rules did not resolve
25136,203324800,Denon 5 Disc CD Player - Black Finish - DCM390,Denon DVD-2930CI DVD Player - DVD2930CI,,0.42553508150248054,,,rules did not resolve
25167,203324800,Denon Progressive Scan Universal DVD Player - DVD2930CI,Denon DVD-2930CI DVD Player - DVD2930CI,,0.6963321689425214,,,rules did not resolve
25262,10315184,Netgear Prosafe 16 Port 10/100 Rackmount Switch - Black Finish - JFS516NA,Netgear ProSafe JFS516 Ethernet Switch,,0.3526351351351351,,possible model variant (jfs516na vs jfs516 differ only by suffix),rule: possible variant (jfs516na vs jfs516 differ only by suffix)
25388,90145560,Sanus 9' - 17' VisionMount Series Under Cabinet Flat Panel TV Silver Wall Mount - VMUC1S,Sanus VisionMount Flat Panel TV Wall Mount - VMPL3B,,0.4133749519784864,,,rules did not resolve
25388,202827713,Sanus 9' - 17' VisionMount Series Under Cabinet Flat Panel TV Silver Wall Mount - VMUC1S,Sanus VisionMount Flat Panel TV Wall Mount - ML22-B1,,0.4027898550724638,,,rules did not resolve
25388,202827715,Sanus 9' - 17' VisionMount Series Under Cabinet Flat Panel TV Silver Wall Mount - VMUC1S,Sanus VisionMount Tilting Flat Panel TV Wall Mount - MT25-B1,,0.37105176501580617,,,rules did not resolve
25388,202827684,Sanus 9' - 17' VisionMount Series Under Cabinet Flat Panel TV Silver Wall Mount - VMUC1S,Sanus VisionMount Flat Panel TV Wall Mount - MF110-B1,,0.3973121708818511,,,rules did not resolve
25532,203087319,GE Futura Indoor TV Antenna - Silver Finish - TV24746,GE Pre-Amplifier for Stereo Turntable - 23292,,0.29266581632653066,,,rules did not resolve
25550,90120953,Sanus 15' To 40' Flat Panel Black TV Wall Mount - ML22B1,Sanus Flat Panel TV Wall Mount - VMF,,0.7024183006535948,,,rules did not resolve
25550,90139261,Sanus 15' To 40' Flat Panel Black TV Wall Mount - ML22B1,Sanus Flat Panel TV Wall Mount - VM1B,,0.4496989966555184,,,rules did not resolve
25550,90145584,Sanus 15' To 40' Flat Panel Black TV Wall Mount - ML22B1,Sanus Flat Panel TV Wall Mount - VM400B,,0.433805845827654,,,rules did not resolve
25550,90145561,Sanus 15' To 40' Flat Panel Black TV Wall Mount - ML22B1,Sanus Flat Panel TV Wall Mount - VM400S,,0.4284295017416325,,,rules did not resolve
25550,202827684,Sanus 15' To 40' Flat Panel Black TV Wall Mount - ML22B1,Sanus VisionMount Flat Panel TV Wall Mount - MF110-B1,,0.34139362286970854,,,rules did not resolve
25670,204443417,Olympus Lithium Ion Rechargeable Battery - LI42B,Olympus PS-BLS1 Lithium Ion Digital Camera Battery - 260236,,0.31173079257191405,,,rules did not resolve
25749,202827713,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MT25B1,Sanus VisionMount Flat Panel TV Wall Mount - ML22-B1,,0.45940170940170943,,,rules did not resolve
25749,90145560,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MT25B1,Sanus VisionMount Flat Panel TV Wall Mount - VMPL3B,,0.4648828576142551,,,rules did not resolve
25749,202827684,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MT25B1,Sanus VisionMount Flat Panel TV Wall Mount - MF110-B1,,0.449137253188887,,,rules did not resolve
25749,90120953,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MT25B1,Sanus Flat Panel TV Wall Mount - VMF,,0.673664425266056,,,rules did not resolve
25788,203396327,Nikon 70-300mm f/4.5-5.6G ED-IF AF-S VR Zoom-Nikkor Lens - 2161,Nikon Nikkor 70-300mm f/4.5-5.6G ED-IF AF-S VR Telephoto Zoom Lens - 2161,,1.0,,quantity differs (3 vs 1),rules did not resolve
25788,204587803,Nikon 70-300mm f/4.5-5.6G ED-IF AF-S VR Zoom-Nikkor Lens - 2161,Nikon 18-200mm 3.5-5.6 G ED DX AFS VR Zoom Wide Angle Nikkor Lens - Niko_215930348,,0.460801114594218,,quantity differs (3 vs 1),rules did not resolve
25797,202870173,Garmin GPS Carrying Case - Black Finish - 0101070400,Garmin Leather GPS Case,,0.5195488721804511,,,rules did not resolve
25797,202870177,Garmin GPS Carrying Case - Black Finish - 0101070400,Garmin Cigarette Lighter Adapter for GPS,,0.35115942028985503,,,rules did not resolve
25797,204053338,Garmin GPS Carrying Case - Black Finish - 0101070400,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,,0.4415697571037377,,,rules did not resolve
25829,202827684,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MF110B,Sanus VisionMount Flat Panel TV Wall Mount - MF110-B1,,0.5618491175956666,,possible model variant (mf110b vs mf110b1 differ only by suffix),rule: possible variant (mf110b vs mf110b1 differ only by suffix)
25829,90145560,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MF110B,Sanus VisionMount Flat Panel TV Wall Mount - VMPL3B,,0.4648828576142551,,,rules did not resolve
25829,202827713,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MF110B,Sanus VisionMount Flat Panel TV Wall Mount - ML22-B1,,0.4508547008547009,,,rules did not resolve
25829,202827715,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MF110B,Sanus VisionMount Tilting Flat Panel TV Wall Mount - MT25-B1,,0.3995384615384614,,,rules did not resolve
25829,90120953,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MF110B,Sanus Flat Panel TV Wall Mount - VMF,,0.6786149203155609,,,rules did not resolve
25855,202870174,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,Garmin Vehicle Suction Cup mount,,0.6492521367521368,,,rules did not resolve
25855,203087865,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,Garmin Vehicle Suction Mount - 010-10609-00,,0.3875312829293993,,,rules did not resolve
25855,203870569,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,Garmin Suction Cup Mount - 010-10823-00,,0.37035980148883385,,,rules did not resolve
25855,204219387,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,Garmin Suction Cup Mount - 010-10936-00,,0.3663275434243177,,,rules did not resolve
25857,202870177,Garmin Nuvi 360 010-10723-06 Black 12 Volt Adapter Cable - 0101072306,Garmin Cigarette Lighter Adapter for GPS,,0.45567933595456533,,,rules did not resolve
25857,204053338,Garmin Nuvi 360 010-10723-06 Black 12 Volt Adapter Cable - 0101072306,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,,0.4455962712954034,,,rules did not resolve
25857,202870184,Garmin Nuvi 360 010-10723-06 Black 12 Volt Adapter Cable - 0101072306,Garmin Cigarette Lighter Adapter for GPS Navigation - 010-10747-03,,0.417072440087146,,,rules did not resolve
25858,204053338,Garmin Nuvi 660 010-10747-03 Black 12 Volt Adapter Cable - 0101074703,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,,0.4618852459016393,,,rules did not resolve
25858,202870177,Garmin Nuvi 660 010-10747-03 Black 12 Volt Adapter Cable - 0101074703,Garmin Cigarette Lighter Adapter for GPS,,0.3556793359545653,,,rules did not resolve
25902,202479411,Lowepro Digital Camera Case In Black - REZO15BK,"Lowepro Rezo 15 Camera Case - MicroFiber, Ripstop Nylon - Black (Black)",,0.5125088131609871,,,rules did not resolve
25902,202479418,Lowepro Digital Camera Case In Black - REZO15BK,"Lowepro Edit 100 Case for Camcorder - Nylon, MicroFiber - Black (Black)",,0.45917513206013816,,,rules did not resolve
25902,202479417,Lowepro Digital Camera Case In Black - REZO15BK,"Lowepro SlingShot 200 AW Camera Backpack - Backpack - MicroFiber, Ripstop Nylon - Black, Gray (Black)",,0.43503344481605355,,one title looks like an accessory,rules did not resolve
25905,202479418,Lowepro Digital Camera Case In Black - EDIT100BK,"Lowepro Edit 100 Case for Camcorder - Nylon, MicroFiber - Black (Black)",,0.45528735632183914,,,rules did not resolve
25905,202479411,Lowepro Digital Camera Case In Black - EDIT100BK,"Lowepro Rezo 15 Camera Case - MicroFiber, Ripstop Nylon - Black (Black)",,0.5069310344827587,,,rules did not resolve
25905,202479417,Lowepro Digital Camera Case In Black - EDIT100BK,"Lowepro SlingShot 200 AW Camera Backpack - Backpack - MicroFiber, Ripstop Nylon - Black, Gray (Black)",,0.4300719969685487,,one title looks like an accessory,rules did not resolve
26059,202870174,Garmin 010-10823-00 Black Nuvi 660 Vehicle Suction Cup Mount - 0101082300,Garmin Vehicle Suction Cup mount,,0.6705627705627706,,,rules did not resolve
26059,203087865,Garmin 010-10823-00 Black Nuvi 660 Vehicle Suction Cup Mount - 0101082300,Garmin Vehicle Suction Mount - 010-10609-00,,0.408656117146906,,,rules did not resolve
26059,204219387,Garmin 010-10823-00 Black Nuvi 660 Vehicle Suction Cup Mount - 0101082300,Garmin Suction Cup Mount - 010-10936-00,,0.3912500000000001,,,rules did not resolve
26059,204053338,Garmin 010-10823-00 Black Nuvi 660 Vehicle Suction Cup Mount - 0101082300,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,,0.5337301587301587,,,rules did not resolve
26117,204587909,Universal MRF-350 RF Black Base Station - MRF350,Universal Remote Control MRF-350 Addressable Narrow Band RF Base Station with RFX-250 Antenna,,0.8720567375886525,,one title looks like an accessory,rules did not resolve
26310,203459314,Bose In-Ear Black Headphones - BOSEIE,Bose In-Ear Earphone - INEARHEADPHONES,,0.7080000000000001,,,rules did not resolve
26346,202537962,Panasonic KX-TG4500B Black 5.8 GHz Cordless Phone System - KXTG4500B,Panasonic KX-TG4500B Corded/Cordless Telephone,,0.81,,quantity differs (1 vs 4),rules did not resolve
26350,202537969,Panasonic KX-TGA450B Black 5.8 GHz Cordless Handset - KXTGA450B,Panasonic KX-TGA670B Cordless Handset,,0.37142857142857144,,,rules did not resolve
26444,203407045,Nyko PlayStation 3 Dual Charger AC - 743840830153,Nyko PS3 Dual AC Charger - 83015,,0.3623456790123456,,,rules did not resolve
26445,203407043,Nyko PlayStation 3 ChargeLink USB Charging Cable - 743840830009,PlayStation 3 ChargeLink USB Charging Cable by Nyko - 83000,,0.5387978142076504,,,rules did not resolve
26461,202046565,Linksys Wireless-G VPN Broadband Silver Router - WRV54G,Linksys Wireless-G WRT54GL Broadband Router,,0.4312696232339088,,,rules did not resolve
26525,203921172,Bose SL2 Wireless Black Surround Link - SL2WIRELESS,Bose SL2 Wireless Surround Link,,0.8390243902439024,,,rules did not resolve
26525,203459314,Bose SL2 Wireless Black Surround Link - SL2WIRELESS,Bose In-Ear Earphone - INEARHEADPHONES,,0.3211610486891386,,,rules did not resolve
26615,203329569,Logitech Harmony 1000 Silver Touch Screen Remote Control - H1000,Logitech Harmony 1000 Advanced Universal Remote Control - 966230-0403,,0.6187969924812029,,,rules did not resolve
